index,video_id,title,channel,date,url
2311,"kjV1ihMiQbg","Trump meets with Powell at Federal Reserve amid push to cut interest rates","Stephen A. Smith","","https://www.youtube.com/watch?v=kjV1ihMiQbg"
2312,"tBEuoGSrG40","President Trump Participates in a Bilateral Meeting with the President of the Philippines","The Elevate Report","","https://www.youtube.com/watch?v=tBEuoGSrG40"
2313,"fO9_N_2yY8M","President Trump Visits the Federal Reserve","RJ Talks","","https://www.youtube.com/watch?v=fO9_N_2yY8M"
2314,"rgQ5rBT-gJs","Trump *EMBARRASSES* Jerome Powell over $3B fed office renovation","Business Basics","","https://www.youtube.com/watch?v=rgQ5rBT-gJs"
2315,"_yAcFTd0guU","WSJ says Trump was told he&#39;s in the Epstein Files...","Depressed Ginger","","https://www.youtube.com/watch?v=_yAcFTd0guU"
2316,"Pc8jPbobXvw","Candace Owens SUED, Obama EXPOSED, Hulk Hogan DEAD &amp; Trump In EPSTEIN FILES? | PBD Podcast | Ep. 621","PBD Podcast","","https://www.youtube.com/watch?v=Pc8jPbobXvw"
2317,"pSAwo11A3Z4","Lawrence: As Trump supporters turn on him over the Epstein files, Trump calls them ‘stupid’ ","PBD Podcast","","https://www.youtube.com/watch?v=pSAwo11A3Z4"
2318,"dsNEzGpi_DU","How debt and demographics are tearing China apart","LiveNOW from FOX","","https://www.youtube.com/watch?v=dsNEzGpi_DU"
2319,"dsNEzGpi_DU","How debt and demographics are tearing China apart","Sky News Australia","","https://www.youtube.com/watch?v=dsNEzGpi_DU"
2320,"v5nGIwqRAEI","ITALY IS ABOUT TO DISAPPEAR FROM THE MAP! Demographic, Economic &amp; Political Crisis Explained","Sky News Australia","","https://www.youtube.com/watch?v=v5nGIwqRAEI"
2321,"dPB2f_dSYbM","Typhoon Ravages Hong Kong, Macau, 3-Story Cruise Ship Swept Away, Tens of Thousands Flee","Sky News Australia","","https://www.youtube.com/watch?v=dPB2f_dSYbM"
2322,"H4f_MAPZEOw","Why experts are planning for a post-Xi, post-CCP China","Sky News Australia","","https://www.youtube.com/watch?v=H4f_MAPZEOw"
2323,"ye3XzAsHHCc","DG LIVE: WSJ says Trump is in the Epstein Files","Sky News Australia","","https://www.youtube.com/watch?v=ye3XzAsHHCc"
2324,"AJgdRj5LQ2A","Courts *DENY* Epstein evidence &amp; Trump strikes  two big trade deals","mistersunshinebaby","","https://www.youtube.com/watch?v=AJgdRj5LQ2A"
2325,"tBNX9x5GgPE","President Trump Delivers Remarks and Signs Executive Orders at AI Summit","mistersunshinebaby","","https://www.youtube.com/watch?v=tBNX9x5GgPE"
2326,"L-mpqUl_ibI","Alberta Premier gives update on chances of LEAVING Canada","Depressed Ginger","","https://www.youtube.com/watch?v=L-mpqUl_ibI"
2327,"_BtEQ0tnKJU","&quot;Trump BUILT Their Careers&quot; - Laura Loomer SLAMS Epstein Coverup, QUESTIONS Trump&#39;s Team &amp; RIPS DOJ","Depressed Ginger","","https://www.youtube.com/watch?v=_BtEQ0tnKJU"
2328,"_wDGsbekM0g","FULL: President Trump Oval office remarks with Philippine President","Stephen A. Smith","","https://www.youtube.com/watch?v=_wDGsbekM0g"
2329,"ygTUnmCpgVE","Boards of Canada - The Half Asleep Mix","Forbes Breaking News","","https://www.youtube.com/watch?v=ygTUnmCpgVE"
2330,"31Aa0qhsXds","Keeping The Bob Ross Dream Alive | Moonlit Dune","China Observer","","https://www.youtube.com/watch?v=31Aa0qhsXds"
2331,"dx7cpSEP9rQ","Keeping The Bob Ross Dream Alive | Spring in the Valley","Decoding China","","https://www.youtube.com/watch?v=dx7cpSEP9rQ"
2332,"fRK8_ioYWw4","Bob Ross - Steep Mountains (Season 12 Episode 6)","The Diary Of A CEO","","https://www.youtube.com/watch?v=fRK8_ioYWw4"
2333,"pfWV8NkotvU","Bob Ross - Indian Summer (Season 21 Episode 9)","Business Basics","","https://www.youtube.com/watch?v=pfWV8NkotvU"
2334,"H_hPUovT-MA","BEST Sound for Sleep! Easy Way to Deep Sleep with Gentle RAIN Sounds | Black Screen","Club Random Podcast","","https://www.youtube.com/watch?v=H_hPUovT-MA"
2335,"lLunPQBzW6g","Bob Ross - Emerald Waters (Season 13 Episode 9)","The Diary Of A CEO","","https://www.youtube.com/watch?v=lLunPQBzW6g"
2336,"L5bXkI0-pEg","Bob Ross - Campfire (Season 3 Episode 10)","Club Random Podcast","","https://www.youtube.com/watch?v=L5bXkI0-pEg"
2337,"0D5ArpBlCe4","Boards of Canada - The Half Awake Mix","Club Random Podcast","","https://www.youtube.com/watch?v=0D5ArpBlCe4"
2338,"mT0RNrTDHkI","Bob Ross - One Hour Special - The Grandeur of Summer","The Trump Report","","https://www.youtube.com/watch?v=mT0RNrTDHkI"
2339,"ubUXBqE6t0U","Bob Ross - Royal Majesty (Season 21 Episode 3)","moneycontrol","","https://www.youtube.com/watch?v=ubUXBqE6t0U"
2340,"uAHyhHqNPNM","The Crow Soundtrack [Full Album]","Valuetainment","","https://www.youtube.com/watch?v=uAHyhHqNPNM"
2341,"m06cKyU1QVw","𝙽𝚒𝚗𝚎 𝙸𝚗𝚌𝚑 𝙽𝚊𝚒𝚕𝚜 - Pretty Hate Machine (Full Album)","Asmongold TV  ","","https://www.youtube.com/watch?v=m06cKyU1QVw"
2342,"vrAMRxBB5KI","Bob Ross - Secluded Bridge (Season 10 Episode 4)","T0pAz","","https://www.youtube.com/watch?v=vrAMRxBB5KI"
2343,"xmgjIXgYKc0","LIVE: President Trump Speaks on Trade Deal with Japan | USA | EU Trade deal |Gaza | Speaker Johnson","Money Instructor","","https://www.youtube.com/watch?v=xmgjIXgYKc0"
2344,"BvC-iycAQ-Q","Dems plan to gerrymander *BACK* in fight for Midterms","Sky News Australia","","https://www.youtube.com/watch?v=BvC-iycAQ-Q"
2345,"eKtjMGVBlaA","LIVE: President Trump Speaks on Trade Deal with Japan | USA | EU Trade deal | Gaza | N18G","Sky News Australia","","https://www.youtube.com/watch?v=eKtjMGVBlaA"
2346,"NcVeRlPu_5w","Bob Ross - Majestic Mountains (Season 4 Episode 3)","Asmongold TV  ","","https://www.youtube.com/watch?v=NcVeRlPu_5w"
2347,"7v59HCtWeAQ","Gavin Newsom FUMES as Trump DEFUNDS California Amid Corruption Scandal in Infrastructure Funding","Asmongold TV  ","","https://www.youtube.com/watch?v=7v59HCtWeAQ"
2348,"tWoInh2USOs","Bob Ross - Delightful Meadow Home (Season 26 Episode 2)","The Elevate Report","","https://www.youtube.com/watch?v=tWoInh2USOs"
2349,"_Ad2sEideD0","Trump wants Obama arrested for treason","ArtStudentsLeagueNY","","https://www.youtube.com/watch?v=_Ad2sEideD0"
2350,"N2-dGswUU7E","China’s Doomsday Scene: 122℉ Heat Followed by a 14-Level Typhoon, Floods Ravage the Country","Bob Ross","","https://www.youtube.com/watch?v=N2-dGswUU7E"
2351,"4vXB2R8ybDE","Bob Ross - Mighty Mountain Lake (Season 16 Episode 12)","Bob Ross","","https://www.youtube.com/watch?v=4vXB2R8ybDE"
2352,"1-9_enMBquw","Bob Ross - Frosty Winter Morn (Season 23 Episode 1)","Daily Dose Of Internet","","https://www.youtube.com/watch?v=1-9_enMBquw"
2353,"2w0V2sWvQow","China’s Collapse Will Be Far Worse Than the Soviet Union – Here’s Why","Quantum of Conscience","","https://www.youtube.com/watch?v=2w0V2sWvQow"
2354,"wrbGlR22K0Q","Bob Ross - Forest River (Season 27 Episode 12)","Bob Ross","","https://www.youtube.com/watch?v=wrbGlR22K0Q"
2355,"0VssiUV1YwA","Western Provinces Just Made a MASSIVE Announcement!","Daily Dose Of Internet","","https://www.youtube.com/watch?v=0VssiUV1YwA"
2356,"WW8UwUPturo","Joaquin Phoenix | This Past Weekend w/ Theo Von #598","Latin Music","","https://www.youtube.com/watch?v=WW8UwUPturo"
2357,"ldwfGjcvfVk","https://www.youtube.com/watch?v=ldwfGjcvfVk","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=ldwfGjcvfVk"
2358,"AMxONY9NngU","Hunter Biden&#39;s WILD Interview, Trump SUES WSJ &amp; Stephen Colbert FIRED w/ Sean Hannity | PBD Podcast","Depressed Ginger","","https://www.youtube.com/watch?v=AMxONY9NngU"
2359,"VIZegLAvK8o","The Gloves Are Off | &quot;I Absolutely Love That Colbert Got Fired&quot; | Trump &amp; Epstein&#39;s Wonderful Secret","Benny Johnson","","https://www.youtube.com/watch?v=VIZegLAvK8o"
2360,"zlFgwKfax6I","Trump posts deranged Obama arrest video","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=zlFgwKfax6I"
2361,"qcGCHTtWhFA","WOAH Trump Just Saved the Country","China Observer","","https://www.youtube.com/watch?v=qcGCHTtWhFA"
2362,"qcGCHTtWhFA","WOAH Trump Just Saved the Country","China Observer","","https://www.youtube.com/watch?v=qcGCHTtWhFA"
2363,"RBSUOtGdMu8","Tony Hinchcliffe Gets Politically Exposed by Bill Maher","RJ Talks","","https://www.youtube.com/watch?v=RBSUOtGdMu8"
2364,"W9OGYuctMRQ","Tony Hinchcliffe Being A Savage For 10 Minutes Straight...","Colonel Chris Wyatt","","https://www.youtube.com/watch?v=W9OGYuctMRQ"
2365,"Qj33kXfxReo","Beijing’s secret plan to divide Russia after Putin’s defeat in Ukraine","Global News","","https://www.youtube.com/watch?v=Qj33kXfxReo"
2366,"z-aiB2MJYB4","Russia issues warning to Trump over Greenland takeover","Times Now","","https://www.youtube.com/watch?v=z-aiB2MJYB4"
2367,"dgsAT4cz5BQ","‘Let the Democrats eat their own’: Whoopi Goldberg hits out at Barack Obama","Depressed Ginger","","https://www.youtube.com/watch?v=dgsAT4cz5BQ"
2368,"0cO25yynF-M","https://www.youtube.com/watch?v=0cO25yynF-M","Bob Ross","","https://www.youtube.com/watch?v=0cO25yynF-M"
2369,"_x6vqIQzLYA","Trump *THREATENS* to kill the Commanders new $4B stadium deal","Next Up with Mark Halperin","","https://www.youtube.com/watch?v=_x6vqIQzLYA"
2370,"Xbp0qm-x1v8","Ringfinger (Album Version)","ABC News","","https://www.youtube.com/watch?v=Xbp0qm-x1v8"
2371,"EWc00wZWG_k","The Only Time","Depressed Ginger","","https://www.youtube.com/watch?v=EWc00wZWG_k"
2372,"l4Cin02QIZE","That&#39;s What I Get (Album Version)","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=l4Cin02QIZE"
2373,"5bwE5IU4pzA","Sin (Album Version)","Benny Johnson","","https://www.youtube.com/watch?v=5bwE5IU4pzA"
2374,"1UaqcWBtT-o","Kinda I Want To (Album Version)","Black Conservative Perspective","","https://www.youtube.com/watch?v=1UaqcWBtT-o"
2375,"AiIu1v988W0","Something I Can Never Have","Pod Force One with Miranda Devine","","https://www.youtube.com/watch?v=AiIu1v988W0"
2376,"pIyTpWyeYy0","Sanctified (Album Version)","Forbes Breaking News","","https://www.youtube.com/watch?v=pIyTpWyeYy0"
2377,"QrrEo3hZABU","Nine Inch Nails - Down In It","China Update","","https://www.youtube.com/watch?v=QrrEo3hZABU"
2378,"rSjPAwsEXMU","Terrible Lie (Album Version)","Asmongold TV  ","","https://www.youtube.com/watch?v=rSjPAwsEXMU"
2379,"ao-Sahfy7Hg","Nine Inch Nails - Head Like A Hole","Asmongold TV  ","","https://www.youtube.com/watch?v=ao-Sahfy7Hg"
2380,"y_kMTzxYXYQ","“Jeffrey Epstein Is ALIVE” - Charleston White SLAMS Obama, DEFENDS Diddy &amp; RIPS Planned Parenthood","Sky News Australia","","https://www.youtube.com/watch?v=y_kMTzxYXYQ"
2381,"cAdIWs5IZkI","Ukraine CRUSHES Moscow&#39;s Defenses and Unleashes HELL","Asmongold TV  ","","https://www.youtube.com/watch?v=cAdIWs5IZkI"
2382,"Ox9_V-APOGg","I went to the Frontline of Ukraine&#39;s Invasion into Russia","Hindustan Times","","https://www.youtube.com/watch?v=Ox9_V-APOGg"
2383,"Ox9_V-APOGg","I went to the Frontline of Ukraine&#39;s Invasion into Russia","Business Basics","","https://www.youtube.com/watch?v=Ox9_V-APOGg"
2384,"m-Mm5ccZds4","Ukraine Just Exposed Russia’s Military SCAM","Business Basics","","https://www.youtube.com/watch?v=m-Mm5ccZds4"
2385,"F34o3x3wveY","Russia&#39;s NUCLEAR Submarine Explodes in Putin&#39;s Face","Valuetainment","","https://www.youtube.com/watch?v=F34o3x3wveY"
2386,"rCSCPujLs14","[Try Listening for 3 Minutes] FALL ASLEEP FAST | DEEP SLEEP RELAXING MUSIC","Decoding China","","https://www.youtube.com/watch?v=rCSCPujLs14"
2387,"_jOGPvMftb8","Joe Rogan Experience #2352 - James Talarico","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=_jOGPvMftb8"
2388,"EpPXPXwLLXI","https://www.youtube.com/watch?v=EpPXPXwLLXI","China Observer","","https://www.youtube.com/watch?v=EpPXPXwLLXI"
2389,"p4qmZL1bVow","12 things you didn&#39;t need to know about 9/11","mistersunshinebaby","","https://www.youtube.com/watch?v=p4qmZL1bVow"
2390,"gEA4RWe4IXU","&quot;Who Is Lying About Epstein?&quot; - Epstein vs Mossad EXPLOSIVE Debate Over Israeli Intelligence Ties","Depressed Ginger","","https://www.youtube.com/watch?v=gEA4RWe4IXU"
2391,"2ID1pjYrGCU","NYC Mayor Eric Adams DESTROYS Zohran Mamdani | PBD Podcast | Ep. 614","PBD Podcast","","https://www.youtube.com/watch?v=2ID1pjYrGCU"
2392,"y_kMTzxYXYQ","“Jeffrey Epstein Is ALIVE” - Charleston White SLAMS Obama, DEFENDS Diddy &amp; RIPS Planned Parenthood","Valuetainment","","https://www.youtube.com/watch?v=y_kMTzxYXYQ"
2393,"4nFkZWVqKf0","John Leguizamo | Club Random with Bill Maher","Valuetainment","","https://www.youtube.com/watch?v=4nFkZWVqKf0"
2394,"vDs1PkfeNqc","Bryan Cranston | Club Random with Bill Maher","Quantum of Conscience","","https://www.youtube.com/watch?v=vDs1PkfeNqc"
2395,"iLWsUUCJJkY","Trump claims his Approval Rating went up because of the &quot;Epstein Hoax&quot;","Bill O&#39;Reilly","","https://www.youtube.com/watch?v=iLWsUUCJJkY"
2396,"CTaHhVg7ie0","Confronting Guttersnipes, Trump Calls Out &#39;Scam Artist&#39; Schiff &amp; NPR/PBS Defunded | July 17, 2025","Bill O&#39;Reilly","","https://www.youtube.com/watch?v=CTaHhVg7ie0"
2397,"7suRflnP_8A","BREAKING NEWS: Trump Takes Multiple Questions After Threatening Russia With 100% Tariff With Rutte","Bill O&#39;Reilly","","https://www.youtube.com/watch?v=7suRflnP_8A"
2398,"40-jcjBaKZI","Alberta Just Made a MASSIVE Announcement!","Pod Force One with Miranda Devine","","https://www.youtube.com/watch?v=40-jcjBaKZI"
2399,"w_lkVTc2ThY","🔥Trump Just DROPPED THE HAMMER on Obama!","Depressed Ginger","","https://www.youtube.com/watch?v=w_lkVTc2ThY"
2400,"L-7xcsZVnQQ","Trump PANICS as SHOCKING PAST CLOSES in on HIM","Asmongold TV  ","","https://www.youtube.com/watch?v=L-7xcsZVnQQ"
2401,"2GK114NGCM8","Epstein, Donald Trump and Sexual Blackmail Networks (w/ Nick Bryant) | The Chris Hedges Report","Asmongold TV  ","","https://www.youtube.com/watch?v=2GK114NGCM8"
2402,"pSAwo11A3Z4","Lawrence: As Trump supporters turn on him over the Epstein files, Trump calls them ‘stupid’ ","PBD Podcast","","https://www.youtube.com/watch?v=pSAwo11A3Z4"
2403,"dfJjgMYfiqU","MSNBC Highlights — July 14","CNN","","https://www.youtube.com/watch?v=dfJjgMYfiqU"
2404,"y_kMTzxYXYQ","“Jeffrey Epstein Is ALIVE” - Charleston White SLAMS Obama, DEFENDS Diddy &amp; RIPS Planned Parenthood","World According To Briggs","","https://www.youtube.com/watch?v=y_kMTzxYXYQ"
2405,"auK4ZnoTwLk","Women are truly done","European Reacts","","https://www.youtube.com/watch?v=auK4ZnoTwLk"
2406,"ifkCfdgUlR4","ChatGPT is frying young people&#39;s brains..","European Reacts","","https://www.youtube.com/watch?v=ifkCfdgUlR4"
2407,"sX2wI4-A1uY","Trump is *ANGRY* with Bondi over Epstein mess","More Adam Couser","","https://www.youtube.com/watch?v=sX2wI4-A1uY"
2408,"6Wi8I5mlUxM","LSD, MDMA for PTSD? Trump Admin Pushes for Psychedelic Therapy Despite FDA Rejection","L3WG Reacts","","https://www.youtube.com/watch?v=6Wi8I5mlUxM"
2409,"TrRJm1Rum7E","This isn&#39;t funny..","Fall of Nations","","https://www.youtube.com/watch?v=TrRJm1Rum7E"
2410,"AXglhtZb5yU","How Stephen Colbert got fired..","China Observer","","https://www.youtube.com/watch?v=AXglhtZb5yU"
2411,"oYktzc9-QBE","122℉ Extreme Heat Sweeps Most of China, Breaking a 280-Year Record, Cars Are Even Melted","Business Basics","","https://www.youtube.com/watch?v=oYktzc9-QBE"
2412,"8nBfEqbCK4o","China’s “Nationwide Theft” Crisis Drives Victims and Businesses Insane","Asmongold Clips","","https://www.youtube.com/watch?v=8nBfEqbCK4o"
2413,"mYAIPpX1LoY","[Full Album] N̲ine I̲nch N̲ails - d̲ownw̲ard sp̲iral","Black Conservative Perspective","","https://www.youtube.com/watch?v=mYAIPpX1LoY"
2414,"TPPPfzSDAyw","China’s debt spiral and population crash—It’s worse than you think","China Update","","https://www.youtube.com/watch?v=TPPPfzSDAyw"
2415,"LiGdumHdw1c","Century Heat Scorches China: 158℉ Ground, Glass Explodes, ACs Bursting into Flames","Benny Johnson","","https://www.youtube.com/watch?v=LiGdumHdw1c"
2416,"-K9mG3DmsLk","ICE Arrests of Chinese Surge by 10 Times, Many Criminals, Shaking the Chinese Community in the US","Asmongold TV  ","","https://www.youtube.com/watch?v=-K9mG3DmsLk"
2417,"wtXQhbwxUMg","China Furious After Seven Protests Over US Military’s Big Move in the Philippines, Pointing at CCP","PBD Podcast","","https://www.youtube.com/watch?v=wtXQhbwxUMg"
2418,"wtXQhbwxUMg","China Furious After Seven Protests Over US Military’s Big Move in the Philippines, Pointing at CCP","PBD Podcast","","https://www.youtube.com/watch?v=wtXQhbwxUMg"
2419,"4nFkZWVqKf0","John Leguizamo | Club Random with Bill Maher","Depressed Ginger","","https://www.youtube.com/watch?v=4nFkZWVqKf0"
2420,"S7AXSRqxdW4","Bob Ross Knife Only #19","The White House","","https://www.youtube.com/watch?v=S7AXSRqxdW4"
2421,"LiKCzeqn-kg","Bob Ross - Bubbling Brook (Season 5 Episode 7)","Asmongold TV  ","","https://www.youtube.com/watch?v=LiKCzeqn-kg"
2422,"8sYjlu5SSPM","NEW 2028 US Election odds revealed with Vance &amp; Newsom leading","Asmongold Clips","","https://www.youtube.com/watch?v=8sYjlu5SSPM"
2423,"OV5wSN4nJGk","A Happy Little Weekend Marathon!","Tim Pool","","https://www.youtube.com/watch?v=OV5wSN4nJGk"
2424,"xRMToAFDOe0","“The Church Is Under Attack” - Dr. Taylor Marshall EXPOSES Islam, Feminism, Porn &amp; Cultural Collapse","Asmongold TV  ","","https://www.youtube.com/watch?v=xRMToAFDOe0"
2425,"Ywx8Frgphb0","Pearl Harbor 2.0: Russia Prepares Preemptive STRIKE on USA","Market Update","","https://www.youtube.com/watch?v=Ywx8Frgphb0"
2426,"AuqEZx6TmfI","Stephen Colbert Announces The Cancellation Of “The Late Show”","Benny Johnson","","https://www.youtube.com/watch?v=AuqEZx6TmfI"
2427,"pY_uUq9Zo2s","DG LIVE: Media FAIL in Trump-Epstein &quot;bombshell&quot; story","China Update","","https://www.youtube.com/watch?v=pY_uUq9Zo2s"
2428,"N_CYda14-3c","Trump SLAMS Epstein Critics, Obama&#39;s Address Divorce Rumors &amp; Biden Autopen Scandal | PBD Podcast","Armed Scholar","","https://www.youtube.com/watch?v=N_CYda14-3c"
2429,"N0x_TS3DW9A","Millions Will Have No Time to Escape Yellowstone (A Theory)","New York Post","","https://www.youtube.com/watch?v=N0x_TS3DW9A"
2430,"sg0TaxmEetM","*NEW POLL* Elon&#39;s Party could be a problem during Midterms...","mistersunshinebaby","","https://www.youtube.com/watch?v=sg0TaxmEetM"
2431,"T4wzhp8slSg","Rate Cuts *INCOMING* as pressure mounts on Powell","Quantum of Conscience","","https://www.youtube.com/watch?v=T4wzhp8slSg"
2432,"SWOdJ0BSU-c","Islamophobia is now a crime in Britain..","Digging into China","","https://www.youtube.com/watch?v=SWOdJ0BSU-c"
2433,"CKr8sKJuAM8","Trump lashes out at supporters over Epstein mess","China Observer","","https://www.youtube.com/watch?v=CKr8sKJuAM8"
2434,"3Kr5ZO9OHfY","DG LIVE: Trump Epstein Files mess continues","Acrylic Painting Techniques","","https://www.youtube.com/watch?v=3Kr5ZO9OHfY"
2435,"3Kr5ZO9OHfY","DG LIVE: Trump Epstein Files mess continues","Alpay Efe","","https://www.youtube.com/watch?v=3Kr5ZO9OHfY"
2436,"ijo4FUQZSsY","Trump admin now expected to release Epstein documents?","Ron Yates","","https://www.youtube.com/watch?v=ijo4FUQZSsY"
2437,"rCSCPujLs14","[Try Listening for 3 Minutes] FALL ASLEEP FAST | DEEP SLEEP RELAXING MUSIC","Asmongold TV  ","","https://www.youtube.com/watch?v=rCSCPujLs14"
2438,"HTTSvKejWdw","Chinese Diplomat Defects, Leaks Secrets, Putin Enraged! China Fears, Tanks Roll Into Beijing","Business Basics","","https://www.youtube.com/watch?v=HTTSvKejWdw"
2439,"JiBCJd4kccs","Russia&#39;s Plan to ATTACK 5 Nations at Once (Border Crisis)","PBD Podcast","","https://www.youtube.com/watch?v=JiBCJd4kccs"
2440,"tEB2tGwiS6A","GRADING TRUMP&#39;S FIRST 6 MONTHS","China Observer","","https://www.youtube.com/watch?v=tEB2tGwiS6A"
2441,"kqUjKX-DVfE","Canada&#39;s new Prime Minister STORMS OUT Of Press Conference due to TARIFFS","China Observer","","https://www.youtube.com/watch?v=kqUjKX-DVfE"
2442,"Qj33kXfxReo","Beijing’s secret plan to divide Russia after Putin’s defeat in Ukraine","Decoding China","","https://www.youtube.com/watch?v=Qj33kXfxReo"
2443,"PDQWytfcUvU","Deportation Update, Michael Wildes on Migrants &amp; NBC vs. DHS | July 15, 2025","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=PDQWytfcUvU"
2444,"pWtfqAUv5So","Bill O&#39;Reilly: Here Are the Two Most Important Stories That Impact the Country","CNBC Television","","https://www.youtube.com/watch?v=pWtfqAUv5So"
2445,"zqPeL2H-Shw","TV host mocks deranged lefties calling for Trump&#39;s assassination","Forbes Breaking News","","https://www.youtube.com/watch?v=zqPeL2H-Shw"
2446,"Z5QNiFy9XJ0","TV host savagely mocks lefties ‘extraordinary’ meltdowns during Trump’s first 100 days","Sky News Australia","","https://www.youtube.com/watch?v=Z5QNiFy9XJ0"
2447,"2gLSkcxRXag","Shocking Jeffrey Epstein evidence expected to be released by Trump administration","Depressed Ginger","","https://www.youtube.com/watch?v=2gLSkcxRXag"
2448,"doS_JE5ukbk","Lefties Losing It: Gavin Newsom tries to troll JD Vance","LiveNOW from FOX","","https://www.youtube.com/watch?v=doS_JE5ukbk"
2449,"TrRJm1Rum7E","This isn&#39;t funny..","Business Basics","","https://www.youtube.com/watch?v=TrRJm1Rum7E"
2450,"hwRD0NvAnbs","Joe Rogan Experience #2347 - Paul Stamets","Depressed Ginger","","https://www.youtube.com/watch?v=hwRD0NvAnbs"
2451,"xbrEONkbCu0","Who Wins and Who Loses in Trump’s Trade War 2.0? | Vantage with Palki Sharma","Business Basics","","https://www.youtube.com/watch?v=xbrEONkbCu0"
2452,"MP6Kp_d-pqk","https://www.youtube.com/watch?v=MP6Kp_d-pqk","Bill O&#39;Reilly","","https://www.youtube.com/watch?v=MP6Kp_d-pqk"
2453,"4nFkZWVqKf0","John Leguizamo | Club Random with Bill Maher","Bill O&#39;Reilly","","https://www.youtube.com/watch?v=4nFkZWVqKf0"
2454,"r-oMCPP_D64","This is about as BAD as it gets for Canada","Bill O&#39;Reilly","","https://www.youtube.com/watch?v=r-oMCPP_D64"
2455,"DLUmXVUyeIE","Alberta STATEHOOD DEAL With Trump - In Progress? | INDEPENDENCE Referendum in 2026!","Bill O&#39;Reilly","","https://www.youtube.com/watch?v=DLUmXVUyeIE"
2456,"jenfEiCap_U","AI ROBOT DOLLS Are On The Market in Germany &amp; Women Are PISSED","60 Minutes Australia","","https://www.youtube.com/watch?v=jenfEiCap_U"
2457,"P0-MW6lHmtE","Trump&#39;s Changing Approach to Putin","GBNews","","https://www.youtube.com/watch?v=P0-MW6lHmtE"
2458,"rsIdr1wtWF4","This is one hell of a f*ck up..","Brandon Lehman","","https://www.youtube.com/watch?v=rsIdr1wtWF4"
2459,"Fe6OHei4LSs","What the f*ck is happening in Spain..","Business Basics","","https://www.youtube.com/watch?v=Fe6OHei4LSs"
2460,"wbpciGnQnOA","Jim Carrey&#39;s Unnatural Act","Valuetainment","","https://www.youtube.com/watch?v=wbpciGnQnOA"
2461,"ffsAGGbH46w","You’re SURPRISED Donald Trump isn’t releasing the Epstein files? Eric Adams on Cuomo, Zohran","Damon Cassidy","","https://www.youtube.com/watch?v=ffsAGGbH46w"
2462,"I-Km-hmdueo","Trump FORCES Carney to BOW DOWN—Elections Canada ADMITS 121,000 Ballots Went UNCOUNTED!","Amanda Claypool","","https://www.youtube.com/watch?v=I-Km-hmdueo"
2463,"UxL4VY5Tedk","Trump Just Declared FULL ECONOMIC WAR on BRICS","Valuetainment","","https://www.youtube.com/watch?v=UxL4VY5Tedk"
2464,"9UuNNllgf0Q","Putin Seizes $50 Billion From Oligarchs as Russia&#39;s Economy Bankrupt","PolitiBrawl","","https://www.youtube.com/watch?v=9UuNNllgf0Q"
2465,"ijo4FUQZSsY","Trump admin now expected to release Epstein documents?","PolitiBrawl","","https://www.youtube.com/watch?v=ijo4FUQZSsY"
2466,"SEjsgwFe4ao","Maxwell’s Epstein Offer, Mamdani Effect Is REAL &amp; Trump&#39;s Shooting Was An INSIDE JOB? | PBD Podcast","Depressed Ginger","","https://www.youtube.com/watch?v=SEjsgwFe4ao"
2467,"xRMToAFDOe0","“The Church Is Under Attack” - Dr. Taylor Marshall EXPOSES Islam, Feminism, Porn &amp; Cultural Collapse","China Uncensored","","https://www.youtube.com/watch?v=xRMToAFDOe0"
2468,"iSGbwKpL5Y4","WATCH: President Trump to make &#39;major announcement&#39; from Oval Office","DimpleVideo","","https://www.youtube.com/watch?v=iSGbwKpL5Y4"
2469,"iaVCDwYAf6M","Lefties Losing It: Democrats&#39; secret weapon to entice back young male voters","Habitual Linecrosser","","https://www.youtube.com/watch?v=iaVCDwYAf6M"
2470,"ddutjlivWJU","Lefties Losing It: Michelle Obama and Julia Louis-Dreyfus prove that misery loves company","Habitual Linecrosser","","https://www.youtube.com/watch?v=ddutjlivWJU"
2471,"cgtuWjoT3o0","Lefties Losing It: Jon Stewart turns on the Democrats","Nexus","","https://www.youtube.com/watch?v=cgtuWjoT3o0"
2472,"NgPupfxldJw","Lefties Losing It: You don’t hate the media enough","China Uncensored","","https://www.youtube.com/watch?v=NgPupfxldJw"
2473,"QZOAmyTnJp0","‘They were taking our jobs’: US employment skyrockets as ICE crackdown continues","China Uncensored","","https://www.youtube.com/watch?v=QZOAmyTnJp0"
2474,"M-Tz91kuCTM","Canada just IMPLODED","China Observer","","https://www.youtube.com/watch?v=M-Tz91kuCTM"
2475,"0uS39ZBs0Pg","JUST ANNOUNCED Mark Carney SOLD Canada To Donald Trump - 51st State INCOMING","The Military Show","","https://www.youtube.com/watch?v=0uS39ZBs0Pg"
2476,"SVX6si_FZkU","*UPDATE* Trump announces 100% tariff on Russia in 50 days...","Gregory Mannarino","","https://www.youtube.com/watch?v=SVX6si_FZkU"
2477,"BWCtGCanJGo","US posts rare June *SURPLUS* thanks to big tariff revenue","The Chosen","","https://www.youtube.com/watch?v=BWCtGCanJGo"
