value,built,penalty,effectiveness,component,route,hub,disposition,target,loc,engines,trpc_fetch,charts,inputs,tables,pdf,ai,routed,linked,in_live,integrity_flags,gaps,upgrade_to_9_10
5.9,7.8,1.9,5.9,InflationAnalysis,/portal/inflation,Investments & Portfolio,EMBED — accordion section,/portal/portfolio-command,1086,taxBracketEngine,7,16,1,12,1,0,True,True,True,ts-nocheck|frozen-chart,type checking disabled on the file ; chart memo has empty deps — the graph never changes when inputs change ; thin input surface — cannot model a real scenario ; invisible to the AI brain,"widen inputs to a full scenario (assumptions, ranges, alternatives) ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
5.9,6.3,0.4,2.7,AdvisorTraining,/portal/advisor-training,Advisor Practice & Sales Enablement,EMBED — accordion section,/portal/practice-command,994,,7,15,7,12,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.9,6.3,0.4,2.7,ClientScorecard,/portal/client-scorecard,Mortgage & Debt Elimination,EMBED — accordion section,/portal/mortgage-killer,811,,5,10,6,12,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.8,6.2,0.4,5.8,Pipeline,/portal/pipeline,Client Management & CRM,EMBED — accordion section,/portal/clients,1102,,10,8,13,4,0,0,True,True,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no client-ready export ; invisible to the AI brain,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
5.7,8.3,2.6,5.7,RealEstateMogul,/portal/real-estate-mogul,Real Estate Intelligence,EMBED — accordion section,/portal/real-estate-mogul,1719,ibbotsonModel|taxBracketEngine,5,18,9,6,0,0,True,True,True,ts-nocheck|fabricated-constant|literal-chart-data,"type checking disabled on the file ; carries invented constants marked Simplified/Assumed in place of real limits ; chart is fed a literal array — the picture is decorative, not computed ; no client-ready export ; invisible to the AI brain",add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it
5.7,6.1,0.4,5.7,HouseRecyclingStrategy,/portal/house-recycling,Mortgage & Debt Elimination,EMBED — accordion section,/portal/mortgage-killer,1399,taxBracketEngine,1,8,5,2,0,0,True,True,True,ts-nocheck,type checking disabled on the file ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain,"widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
5.7,6.1,0.4,2.6,ClientOnboardingAutomation,/portal/client-onboarding-auto,Mortgage & Debt Elimination,EMBED — accordion section,/portal/mortgage-killer,1381,,6,17,8,4,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.7,6.1,0.4,2.6,HiddenMaterial,/portal/hidden-material,Compliance & Supervision,EMBED — accordion section,/portal/compliance-center,1121,,7,18,6,4,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.7,7.1,1.4,2.6,AxonicSP500,/portal/axonic-sp500,"Insurance, Annuity & Carrier",EMBED — accordion section,/portal/carrier-command,820,taxBracketEngine,6,12,0,12,0,0,True,False,True,ts-nocheck|literal-chart-data,"type checking disabled on the file ; chart is fed a literal array — the picture is decorative, not computed ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.6,7.2,1.6,2.5,ClientComparison,/portal/client-comparison,Mortgage & Debt Elimination,EMBED — accordion section,/portal/mortgage-killer,1283,,8,18,7,2,1,0,True,False,True,ts-nocheck|fabricated-constant,type checking disabled on the file ; carries invented constants marked Simplified/Assumed in place of real limits ; no real computation — display-only ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.6,6.0,0.4,2.5,Team,/portal/team,Advisor Practice & Sales Enablement,EMBED — accordion section,/portal/practice-command,1166,,9,14,12,8,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.6,7.5,1.9,2.5,AdvisorySummary,/portal/advisory-summary,Advisor Practice & Sales Enablement,EMBED — accordion section,/portal/practice-command,1115,advisorySummaryData,6,13,4,12,0,0,True,False,True,ts-nocheck|frozen-chart,type checking disabled on the file ; chart memo has empty deps — the graph never changes when inputs change ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.6,5.6,0.0,2.5,LeadInbox,/portal/leads,Client Management & CRM,EMBED — accordion section,/portal/clients,379,leadTypes,5,0,5,0,0,0,True,False,True,,no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.5,5.9,0.4,2.5,PolicyReviewChecklist,/portal/policy-review-checklist,IUL & Policy Engineering,EMBED — accordion section,/portal/time-machine-calculator,1733,,5,20,5,12,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.5,7.4,1.9,2.5,StaleDigest,/portal/stale-digest,Compliance & Supervision,EMBED — accordion section,/portal/compliance-center,1600,,6,15,13,12,0,0,True,False,True,ts-nocheck|frozen-chart,"type checking disabled on the file ; chart memo has empty deps — the graph never changes when inputs change ; math inlined in the component — untestable, un-reusable, cannot be called by the AI brain ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.5,7.4,1.9,2.5,OwnerWarRoom,/portal/command-center,Reports & Deliverables,EMBED — accordion section,/portal/reports,1321,,10,14,3,6,0,0,True,False,True,ts-nocheck|frozen-chart,"type checking disabled on the file ; chart memo has empty deps — the graph never changes when inputs change ; math inlined in the component — untestable, un-reusable, cannot be called by the AI brain ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.5,5.9,0.4,2.5,MarketDataDashboard,/portal/market-data,Investments & Portfolio,EMBED — accordion section,/portal/portfolio-command,1100,,7,13,6,10,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.5,5.5,0.0,5.5,FinancialAssessment,/portal/financial-assessment,Cross-Cutting Reference Library,EMBED — accordion section,/portal/library,302,clientFactFinder,2,0,5,0,1,0,True,True,True,,no visualisation of the outcome ; thin input surface — cannot model a real scenario ; invisible to the AI brain,"add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
5.5,5.5,0.0,5.5,ShortTermRentals,/portal/short-term-rentals,Real Estate Intelligence,EMBED — accordion section,/portal/real-estate-mogul,267,strEngine|strSources|zipEngine,4,0,6,4,0,0,True,True,True,,no visualisation of the outcome ; no client-ready export ; invisible to the AI brain,add projection + sensitivity + comparison charts ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it
5.4,6.8,1.4,2.4,SeminarGenerator,/portal/seminar-generator,Advisor Practice & Sales Enablement,EMBED — accordion section,/portal/practice-command,1718,,10,14,19,4,0,0,True,False,True,ts-nocheck|literal-chart-data,"type checking disabled on the file ; chart is fed a literal array — the picture is decorative, not computed ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.4,6.8,1.4,5.4,AdvisorChat,/portal/advisor-chat,Advisor Practice & Sales Enablement,EMBED — accordion section,/portal/practice-command,1365,,8,14,13,4,0,0,True,True,True,ts-nocheck|literal-chart-data,"type checking disabled on the file ; chart is fed a literal array — the picture is decorative, not computed ; no real computation — display-only ; no client-ready export ; invisible to the AI brain","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
5.4,6.8,1.4,2.4,ClientOnboardingWizard,/portal/client-onboarding,Mortgage & Debt Elimination,EMBED — accordion section,/portal/mortgage-killer,1169,,5,17,13,0,0,0,True,False,True,ts-nocheck|literal-chart-data,"type checking disabled on the file ; chart is fed a literal array — the picture is decorative, not computed ; math inlined in the component — untestable, un-reusable, cannot be called by the AI brain ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.4,5.8,0.4,5.4,Meetings,/portal/meetings,Client Management & CRM,EMBED — accordion section,/portal/clients,680,,7,5,13,2,0,0,True,True,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no client-ready export ; invisible to the AI brain,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
5.4,7.3,1.9,2.4,CarrierComparison,/portal/carrier-comparison,"Insurance, Annuity & Carrier",EMBED — accordion section,/portal/carrier-command,655,taxBracketEngine,7,16,2,2,0,0,True,False,True,ts-nocheck|frozen-chart,type checking disabled on the file ; chart memo has empty deps — the graph never changes when inputs change ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.3,5.7,0.4,2.4,Recommendations,/portal/recommendations,AI Brain & Intelligence,EMBED — accordion section,/portal/ai-brain-hub,1456,taxBracketEngine,0,20,3,2,0,0,True,False,True,ts-nocheck,"type checking disabled on the file ; no live data — nothing persists, no client record ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.3,5.7,0.4,2.4,TimeMachineMethod,/portal/time-machine-method,IUL & Policy Engineering,EMBED — accordion section,/portal/time-machine-calculator,1307,taxBracketEngine|timeMachineEngine,0,11,5,2,0,0,True,False,True,ts-nocheck,"type checking disabled on the file ; no live data — nothing persists, no client record ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.3,5.3,0.0,2.4,IncomeForLife,/portal/income-for-life,Retirement Income & Drawdown,EMBED — accordion section,/portal/ecological-drivers,221,,7,0,26,4,1,0,True,False,True,,no real computation — display-only ; no visualisation of the outcome ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.2,6.8,1.6,2.3,CommissionCalculator,/portal/commission-calculator,Advisor Practice & Sales Enablement,EMBED — accordion section,/portal/practice-command,1474,,5,12,13,6,0,0,True,False,True,ts-nocheck|fabricated-constant,type checking disabled on the file ; carries invented constants marked Simplified/Assumed in place of real limits ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.2,5.6,0.4,2.3,TimeMachineAG49,/portal/time-machine-ag49,IUL & Policy Engineering,EMBED — accordion section,/portal/time-machine-calculator,1288,taxBracketEngine,0,7,2,6,0,0,True,False,True,ts-nocheck,"type checking disabled on the file ; no live data — nothing persists, no client record ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.2,7.1,1.9,2.3,CompetitiveAnalysis,/portal/competitive,Advisor Practice & Sales Enablement,EMBED — accordion section,/portal/practice-command,1091,taxBracketEngine,6,13,0,16,0,0,True,False,True,ts-nocheck|frozen-chart,type checking disabled on the file ; chart memo has empty deps — the graph never changes when inputs change ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.1,5.5,0.4,2.3,TimeMachineCalculator,/portal/time-machine-calculator,IUL & Policy Engineering,EMBED — accordion section,/portal/time-machine-calculator,1159,taxBracketEngine|timeMachineEngine,0,12,4,6,0,0,True,False,True,ts-nocheck,"type checking disabled on the file ; no live data — nothing persists, no client record ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.1,5.5,0.4,2.3,ClientPortal,/portal/client-portal-config,Mortgage & Debt Elimination,EMBED — accordion section,/portal/mortgage-killer,1136,,8,10,2,6,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.1,5.5,0.4,2.3,SlackIntegration,/portal/slack,"Admin, Ops & System",EMBED — accordion section,/portal/admin,1111,,8,6,8,0,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.1,5.5,0.4,2.3,OnboardingWizardV2,/portal/onboarding-v2,"Discovery, Calibration & Onboarding",EMBED — accordion section,/portal/onboarding,802,,6,13,5,12,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.0,5.0,0.0,0.5,ComponentShowcase,,"Public, Marketing & Legal",EMBED — accordion section,/,1438,,1,0,14,2,0,0,False,False,True,,static — no motion or cinematic treatment,apply the CinematicEngine treatment (Ken Burns + breath-locked bloom)
5.0,5.4,0.4,2.2,HotIncome,/portal/hot-income,Retirement Income & Drawdown,EMBED — accordion section,/portal/ecological-drivers,1206,taxBracketEngine,0,7,5,2,0,0,True,False,True,ts-nocheck,"type checking disabled on the file ; no live data — nothing persists, no client record ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.0,6.9,1.9,2.2,ComplianceMonitoringDashboard,/portal/compliance-monitoring,Compliance & Supervision,EMBED — accordion section,/portal/compliance-center,1189,,6,12,10,12,0,0,True,False,True,ts-nocheck|frozen-chart,"type checking disabled on the file ; chart memo has empty deps — the graph never changes when inputs change ; math inlined in the component — untestable, un-reusable, cannot be called by the AI brain ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.0,6.4,1.4,2.2,ComplianceReportGenerator,/portal/compliance-reports,Compliance & Supervision,EMBED — accordion section,/portal/compliance-center,1127,,6,12,12,6,0,0,True,False,True,ts-nocheck|literal-chart-data,"type checking disabled on the file ; chart is fed a literal array — the picture is decorative, not computed ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.0,5.4,0.4,2.2,Leaderboard,/portal/leaderboard,Client Management & CRM,EMBED — accordion section,/portal/clients,660,,10,6,6,4,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
5.0,5.0,0.0,5.0,Pricing,/pricing,"Public, Marketing & Legal",EMBED — accordion section,/,588,,3,0,0,2,0,0,True,True,True,,static — no motion or cinematic treatment,apply the CinematicEngine treatment (Ken Burns + breath-locked bloom)
5.0,5.0,0.0,5.0,UltraCalculatorPage,/ultra-calculator,"Public, Marketing & Legal",EMBED — accordion section,/,500,ultraEngine,2,0,12,2,0,0,True,True,True,,static — no motion or cinematic treatment,apply the CinematicEngine treatment (Ken Burns + breath-locked bloom)
4.9,6.8,1.9,2.2,ReferralTracking,/portal/referral-tracking,Client Management & CRM,EMBED — reference card,/portal/clients,1832,,5,24,13,12,0,0,True,False,True,ts-nocheck|frozen-chart,type checking disabled on the file ; chart memo has empty deps — the graph never changes when inputs change ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
4.9,6.8,1.9,2.2,DocumentVault,/portal/document-vault,Advisor Practice & Sales Enablement,EMBED — reference card,/portal/practice-command,1292,,9,15,12,12,0,0,True,False,True,ts-nocheck|frozen-chart,type checking disabled on the file ; chart memo has empty deps — the graph never changes when inputs change ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
4.9,5.3,0.4,2.2,ClientPortfolioDashboard,/portal/client-portfolio,Mortgage & Debt Elimination,EMBED — reference card,/portal/mortgage-killer,1282,mygaWaterfall,0,17,0,2,0,0,True,False,True,ts-nocheck,"type checking disabled on the file ; no live data — nothing persists, no client record ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
4.9,5.3,0.4,2.2,CollaborativePlanning,/portal/collaborative-planning,Client Management & CRM,EMBED — reference card,/portal/clients,1131,,4,14,7,2,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
4.9,5.3,0.4,4.9,Dashboard,/portal/dashboard,Reports & Deliverables,EMBED — reference card,/portal/reports,834,,10,10,0,2,0,0,True,True,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
4.8,6.7,1.9,2.2,ComplianceAuditCenter,/portal/compliance-audit,Compliance & Supervision,EMBED — reference card,/portal/compliance-center,1360,,7,21,10,10,0,0,True,False,True,ts-nocheck|frozen-chart,type checking disabled on the file ; chart memo has empty deps — the graph never changes when inputs change ; no real computation — display-only ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
4.8,6.7,1.9,4.8,MySlides,/portal/my-slides,Advisor Practice & Sales Enablement,EMBED — reference card,/portal/practice-command,1343,,10,12,6,12,0,0,True,True,True,ts-nocheck|frozen-chart,type checking disabled on the file ; chart memo has empty deps — the graph never changes when inputs change ; no real computation — display-only ; no client-ready export ; invisible to the AI brain,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
4.8,6.2,1.4,2.2,ExistingAnnuities,/portal/existing-annuities,"Insurance, Annuity & Carrier",EMBED — reference card,/portal/carrier-command,1259,annuityData|taxBracketEngine,1,4,7,0,0,0,True,False,True,ts-nocheck|literal-chart-data,"type checking disabled on the file ; chart is fed a literal array — the picture is decorative, not computed ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
