route,component,measured_value,defective,disposition,flags,plan_score,plan_verdict
/portal/199a-optimizer,Section199ADeductionOptimizer,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,8.4,KEEP-L1
/portal/529-vs-iul,Education529VsIULCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,9.5,KEEP-L1
/portal/aca-subsidy,ACASubsidyCalc,0.5,True,FIX FIRST — defective output,undeclared-var,5.9,ENHANCE
/portal/alert-command-center,AlertCommandCenter,0.5,False,UPGRADE or fold into library,,3.5,ABSORB/CUT
/portal/alimony-tax-impact,AlimonyTaxCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/alternative-investment,AlternativeInvestment,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,5.9,ENHANCE
/portal/amt-analyzer,AMTAnalyzer,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,3.4,MERGE
/portal/amt-calculator,AMTCalculator,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/amt-planner,AlternativeMinimumTaxPlanner,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,5.9,ENHANCE
/portal/asset-allocation,AssetAllocationCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/autopilot,AutoPilotWorkflow,0.5,False,UPGRADE or fold into library,,5.8,ENHANCE
/portal/backdoor-roth,BackdoorRothCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,9.0,KEEP-L1
/portal/beneficiary-ira,BeneficiaryIRAPlanner,0.5,False,UPGRADE or fold into library,fabricated-constant,8.1,KEEP-L1
/portal/bond-ladder,BondLadderCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/budget-50-30-20,Budget503020Calc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/business-entity,BusinessEntitySelector,0.5,False,UPGRADE or fold into library,fabricated-constant,8.9,KEEP-L1
/portal/business-exit,BusinessExitPlanner,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,8.9,KEEP-L1
/portal/business-valuation,BusinessValuationCalc,0.5,True,FIX FIRST — defective output,undeclared-var,9.5,KEEP-L1
/portal/capital-gains-tax,CapitalGainsTaxCalc,0.5,True,FIX FIRST — defective output,undeclared-var,9.0,KEEP-L1
/portal/captive-insurance,CaptiveInsuranceCalc,0.5,False,UPGRADE or fold into library,fabricated-constant,7.2,MERGE
/portal/cash-balance-plan,CashBalancePlanCalc,0.5,True,UPGRADE or fold into library,frozen-chart,5.9,ENHANCE
/portal/charitable-lead-trust,CharitableLeadTrust,0.5,False,UPGRADE or fold into library,fabricated-constant,5.6,MERGE
/portal/charitable-remainder-unitrust,CharitableRemainderUniTrust,0.5,False,UPGRADE or fold into library,fabricated-constant,8.1,KEEP-L1
/portal/charitable-stock-donation,CharitableStockCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/client-presentation,ClientPresentationBuilder,0.5,False,UPGRADE or fold into library,literal-chart-data,8.1,KEEP-L1
/portal/compound-interest,CompoundInterestCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/concierge,AIWealthConcierge,0.5,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/cost-of-living,CostOfLivingCalc,0.5,False,UPGRADE or fold into library,fabricated-constant,6.5,ENHANCE
/portal/cost-of-waiting,CostOfWaitingCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/credit-card-payoff,CreditCardPayoffCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/cross-calc-aggregation,CrossCalcAggregationHub,0.5,False,UPGRADE or fold into library,,3.5,ABSORB/CUT
/portal/crt-calculator,CRTCalculator,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/crt-deep-dive,CRTDeepDive,0.5,False,UPGRADE or fold into library,fabricated-constant,3.4,MERGE
/portal/crt-engine,CharitableRemainderTrustEngine,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,8.1,KEEP-L1
/portal/crut-deep-dive,CRUTDeepDive,0.5,False,UPGRADE or fold into library,fabricated-constant,8.1,KEEP-L1
/portal/crypto-tax,CryptoTaxCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/daf-strategic,DAFStrategicPlanner,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,5.9,ENHANCE
/portal/daf-vs-direct-giving,DAFvsDirectCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/data-completeness,DataCompletenessTracker,0.5,False,UPGRADE or fold into library,,3.5,ABSORB/CUT
/portal/data-flow-visualizer,DataFlowVisualizer,0.5,False,UPGRADE or fold into library,,3.5,ABSORB/CUT
/portal/dca-vs-lump-sum,DCAvsLumpSumCalc,0.5,True,FIX FIRST — defective output,undeclared-var,5.9,ENHANCE
/portal/debt-payoff-optimizer,DebtPayoffOptimizerCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,7.0,KEEP-L1
/portal/deduction-optimizer,DeductionOptimizerCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/digital-estate,DigitalAssetEstatePlanner,0.5,False,UPGRADE or fold into library,literal-chart-data,7.7,KEEP-L1
/portal/disability-insurance-needs,DisabilityInsuranceCalc,0.5,False,UPGRADE or fold into library,fabricated-constant,8.7,KEEP-L1
/portal/divorce-financial,DivorceFinancialPlanner,0.5,True,UPGRADE or fold into library,frozen-chart|fabricated-constant,5.9,ENHANCE
/portal/drip-growth,DRIPGrowthCalc,0.5,True,FIX FIRST — defective output,undeclared-var,5.9,ENHANCE
/portal/emergency-fund-vs-iul,EmergencyFundVsIULCalc,0.5,True,FIX FIRST — defective output,undeclared-var,9.5,KEEP-L1
/portal/equity-compensation,EquityCompensationHub,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,8.9,KEEP-L1
/portal/esop-calculator,ESOPCalculator,0.5,False,UPGRADE or fold into library,fabricated-constant,7.0,MERGE
/portal/estate-wealth-transfer,EstateWealthTransfer,0.5,True,UPGRADE or fold into library,frozen-chart,7.7,KEEP-L1
/portal/expat-tax,ExpatTaxPlanner,0.5,False,UPGRADE or fold into library,fabricated-constant,5.9,ENHANCE
/portal/family-limited-partnership,FamilyLimitedPartnership,0.5,True,UPGRADE or fold into library,frozen-chart,5.5,ENHANCE
/portal/fee-impact,FeeImpactCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/financial-freedom-number,FinancialFreedomCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/fire-calculator,FIRECalculator,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/fluency-academy,FinancialFluencyAcademy,0.5,False,UPGRADE or fold into library,,6.8,ENHANCE
/portal/gain-loss-harvesting,TaxGainLossCalc,0.5,True,FIX FIRST — defective output,undeclared-var,9.0,KEEP-L1
/portal/grat-calculator,GRATCalculator,0.5,True,FIX FIRST — defective output,undeclared-var,8.1,KEEP-L1
/portal/idgt-advanced,IDGTAdvancedModeler,0.5,False,UPGRADE or fold into library,fabricated-constant,8.1,KEEP-L1
/portal/idgt-modeler,IDGTModeler,0.5,False,UPGRADE or fold into library,fabricated-constant,7.7,KEEP-L1
/portal/idr-comparison,IDRComparisonCalc,0.5,True,UPGRADE or fold into library,frozen-chart|fabricated-constant,8.5,KEEP-L1
/portal/ilit-analyzer,ILITAnalyzer,0.5,False,UPGRADE or fold into library,literal-chart-data,6.2,MERGE
/portal/income-floor,RetirementIncomeFloorPlanner,0.5,True,UPGRADE or fold into library,frozen-chart|fabricated-constant,5.4,MERGE
/portal/income-shifting,IncomeShiftingCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/inflation-adjusted-income,InflationAdjustedCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/innovation-dashboard,InnovationDashboard,0.5,False,UPGRADE or fold into library,,6.1,ENHANCE
/portal/installment-sale,InstallmentSaleCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,9.5,KEEP-L1
/portal/installment-sale-strategy,InstallmentSale,0.5,True,UPGRADE or fold into library,frozen-chart,6.0,MERGE
/portal/insurance-coverage-command,InsuranceCoverageCommand,0.5,False,UPGRADE or fold into library,,5.1,ENHANCE
/portal/insurance-gap,InsuranceGapAnalyzer,0.5,False,UPGRADE or fold into library,fabricated-constant,7.5,KEEP-L1
/portal/international-trust,InternationalTrustPlanner,0.5,False,UPGRADE or fold into library,literal-chart-data,8.1,KEEP-L1
/portal/journey-navigator,ClientJourneyNavigator,0.5,False,UPGRADE or fold into library,,6.2,ENHANCE
/portal/lease-vs-buy,LeaseVsBuyCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/legacy-vault,LegacyVault,0.5,False,UPGRADE or fold into library,,7.2,KEEP-L1
/portal/lifestyle-inflation,LifestyleInflationCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/like-kind-exchange,LikeKindExchangeCalc,0.5,True,FIX FIRST — defective output,frozen-chart|undeclared-var,6.5,ENHANCE
/portal/marginal-tax-rate,MarginalTaxRateCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/mastery-nexus,MasteryNexus,0.5,False,UPGRADE or fold into library,,5.0,ENHANCE
/portal/medicare-irmaa-calc,MedicareIRMAACalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,MERGE
/portal/mega-backdoor-roth,MegaBackdoorRothCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant|baked-outperformance,9.0,KEEP-L1
/portal/mesh-health,MeshHealthMonitor,0.5,False,UPGRADE or fold into library,,3.5,ABSORB/CUT
/portal/millionaire-calculator,MillionaireCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/multi-generational-wealth,MultiGenerationalWealthEngine,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,8.1,KEEP-L1
/portal/muni-bond-ladder,MuniBondLadderCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/net-worth-tracker,NetWorthTrackerCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant|baked-outperformance,7.0,KEEP-L1
/portal/nua-calculator,NUACalculator,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,9.0,KEEP-L1
/portal/nua-planner,NetUnrealizedAppreciationPlanner,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,6.3,ENHANCE
/portal/options-profit-loss,OptionsProfitCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/organism-deep-provider,OrganismDeepProvider,0.5,False,UPGRADE or fold into library,,3.5,ABSORB/CUT
/portal/own-occ-disability,OwnOccDisabilityCalc,0.5,True,UPGRADE or fold into library,frozen-chart|fabricated-constant|literal-chart-data,8.9,KEEP-L1
/portal/pe-irr-calculator,PrivateEquityIRRCalc,0.5,True,FIX FIRST — defective output,frozen-chart|undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/pe-tax,PrivateEquityTaxPlanner,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,5.9,ENHANCE
/portal/peer-benchmarking,PeerBenchmarking,0.5,False,UPGRADE or fold into library,fabricated-constant,3.9,ABSORB/CUT
/portal/pension-max,PensionMaxCalc,0.5,False,UPGRADE or fold into library,fabricated-constant,8.5,KEEP-L1
/portal/pension-maximization,PensionMaximization,0.5,False,UPGRADE or fold into library,fabricated-constant,7.9,KEEP-L1
/portal/pension-vs-lump-sum,PensionVsLumpSumCalc,0.5,True,FIX FIRST — defective output,undeclared-var,8.5,KEEP-L1
/portal/physician-mortgage,PhysicianMortgageAnalyzer,0.5,True,UPGRADE or fold into library,frozen-chart|fabricated-constant|literal-chart-data,6.4,ENHANCE
/portal/portfolio-risk-return,PortfolioRiskCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,7.0,KEEP-L1
/portal/ppli,PrivatePlacementLifeInsurance,0.5,False,UPGRADE or fold into library,fabricated-constant,9.7,KEEP-L1
/portal/practice-valuation,PracticeValuation,0.5,False,UPGRADE or fold into library,fabricated-constant,8.9,KEEP-L1
/portal/property-tax-appeal,PropertyTaxAppealCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/pslf-calculator,PSLFCalculator,0.5,True,UPGRADE or fold into library,frozen-chart|fabricated-constant,5.9,ENHANCE
/portal/qlac-calculator,QLACCalculator,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/qprt,QPRTPlanner,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,5.6,MERGE
/portal/qprt-calculator,QPRTCalculator,0.5,False,UPGRADE or fold into library,fabricated-constant,8.7,KEEP-L1
/portal/qualified-plan-maximizer,QualifiedPlanMaximizer,0.5,False,UPGRADE or fold into library,fabricated-constant,5.5,ENHANCE
/portal/real-estate-portfolio,RealEstatePortfolioManager,0.5,False,UPGRADE or fold into library,fabricated-constant,7.7,KEEP-L1
/portal/retirement-budget,RetirementBudgetCalc,0.5,True,FIX FIRST — defective output,undeclared-var,7.0,KEEP-L1
/portal/retirement-healthcare,RetirementHealthcareCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,7.0,KEEP-L1
/portal/reverse-mortgage,ReverseMortgageCalc,0.5,False,UPGRADE or fold into library,fabricated-constant,10.0,KEEP-L1
/portal/rmd-calculator,RMDCalculator,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,9.0,KEEP-L1
/portal/roth-vs-traditional,RothVsTraditionalCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/rsu-tax,RSUTaxCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/safe-withdrawal-rate,SafeWithdrawalCalc,0.5,True,FIX FIRST — defective output,undeclared-var,8.4,KEEP-L1
/portal/savings-rate-impact,SavingsRateCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/sector-rotation,SectorRotationCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/self-employment-tax,SelfEmploymentTaxCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/slat-deep-dive,SLATDeepDive,0.5,True,UPGRADE or fold into library,frozen-chart,8.1,KEEP-L1
/portal/smart-routing,SmartRoutingDashboard,0.5,False,UPGRADE or fold into library,,3.5,ABSORB/CUT
/portal/special-needs-trust,SpecialNeedsTrustCalc,0.5,True,FIX FIRST — defective output,undeclared-var,8.7,KEEP-L1
/portal/spousal-ss-coordination,SpousalSSCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/state-tax-arbitrage,StateTaxArbitrageCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/strategy-comparison,StrategyComparisonArena,0.5,False,UPGRADE or fold into library,,1.0,CUT
/portal/student-loan-vs-invest,StudentLoanVsInvestCalc,0.5,True,FIX FIRST — defective output,undeclared-var,7.0,KEEP-L1
/portal/succession-plan,SuccessionPlanCalc,0.5,True,FIX FIRST — defective output,undeclared-var,9.5,KEEP-L1
/portal/tax-bracket-navigator,TaxBracketNavigator,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,8.4,KEEP-L1
/portal/tax-equivalent-yield,TaxEquivalentYieldCalc,0.5,True,FIX FIRST — defective output,undeclared-var,9.0,KEEP-L1
/portal/tax-loss-harvest-calc,TaxLossHarvestCalc,0.5,True,FIX FIRST — defective output,frozen-chart|undeclared-var,9.0,KEEP-L1
/portal/tenant-in-common,TenantInCommonAnalyzer,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,5.9,ENHANCE
/portal/term-vs-whole-vs-iul,TermVsWholeVsIULCalc,0.5,False,UPGRADE or fold into library,fabricated-constant,9.5,KEEP-L1
/portal/trust-decanting,TrustDecantingPlanner,0.5,False,UPGRADE or fold into library,literal-chart-data,7.7,KEEP-L1
/portal/w4-optimizer,W4OptimizerCalc,0.5,True,FIX FIRST — defective output,undeclared-var|fabricated-constant,6.5,ENHANCE
/portal/wealth-dashboard,WealthDashboardSummary,0.5,False,UPGRADE or fold into library,literal-chart-data,5.5,ENHANCE
/portal/wealth-rituals,WealthRituals,0.5,False,UPGRADE or fold into library,,5.0,ENHANCE
/portal/wealth-transfer-scoreboard,WealthTransferScoreboard,0.5,False,UPGRADE or fold into library,fabricated-constant|literal-chart-data,5.5,ENHANCE
/portal/wealth-warrior,WealthWarriorChallenges,0.5,False,UPGRADE or fold into library,,1.0,CUT
/portal/zero-based-budget,ZeroBasedBudgetCalc,0.5,True,FIX FIRST — defective output,undeclared-var,6.5,ENHANCE
/portal/alternative-investments,AlternativeInvestmentDueDiligence,,UNKNOWN,UNGRADED,,,
/portal/mutual-carriers,MutualCarriers,,UNKNOWN,UNGRADED,,,
/portal/plastic-to-cash,PlasticToCash,,UNKNOWN,UNGRADED,,,
