index,route,component,category,usefulnessScore,renderHealth,implementationLevel,recommendation,mergeTarget,confidence,sourceFile,rationale,instructions
63,/portal/quick-quote,QuickQuote,portal_other,5,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/QuickQuote.tsx,"The page successfully connects to the backend for core calculations and compliance alerts, but contains several unused tRPC queries. Additionally, significant comparison and fee breakdown data is hardcoded via useMemo rather than fetched from the backend.","Remove the unused tRPC queries (carriersData, marketData, riskProfile, savedScenarios, recentActivity). Replace the hardcoded useMemo mock data (carrierComparisonData, feeBreakdownData, riskReturnData) with actual backend data connections."
64,/portal/batch-illustration,BatchIllustration,portal_other,3,healthy,prototype,Move to Secondary Information,,1.0,client/src/pages/portal/BatchIllustration.tsx,"The page is a very complex, presentation-heavy prototype (over 1,400 lines, 27 charts) that relies entirely on hardcoded state and `generateMockData` with `Math.random()`. While it declares several tRPC queries, none of the fetched data is used, and all processing is simulated using `setTimeout`.","Move this heavy prototype to Secondary Information since it lacks real backend integration. If batch illustration is a core feature, implement real tRPC mutations and connect the UI to actual server data instead of simulated processing."
65,/portal/meeting-agenda,MeetingAgenda,portal_other,9,healthy,database_backed,Keep,,0.95,client/src/pages/portal/MeetingAgenda.tsx,"The page is a highly functional Meeting Agenda tool with 11 distinct tRPC calls, including queries for clients, meetings, team members, and templates, as well as mutations for generating, exporting, and emailing agendas. The 1396-line component includes analytics, history, setup, and template tabs, indicating a well-developed, database-backed feature set.","Keep the page as it provides a comprehensive set of features for meeting agendas with solid database integration. Ensure the backend endpoints for generating, exporting, and emailing agendas are fully implemented and robust."
66,/portal/onboarding-v2,OnboardingWizardV2,client_workflow,6,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/OnboardingWizardV2.tsx,"The page implements a functional 4-step onboarding wizard with real tRPC mutations for generating strategies and uses context for prepopulation. However, it is heavily bloated by a massive AdditionalDataSection containing hardcoded Recharts and Tables with dummy data, and includes multiple unused tRPC hooks.","Remove the massive AdditionalDataSection containing hardcoded charts and tables to eliminate presentation bloat. Clean up the unused TRPC hooks (clientsMut, notesMut, activityMut, dashboardQ, pipelineQ) to improve maintainability."
67,/portal/inflation,InflationAnalysis,portal_other,9,healthy,database_backed,Keep,,0.95,client/src/pages/portal/InflationAnalysis.tsx,"The page is a fully featured, interactive inflation analysis tool with extensive charts and data tables. It is heavily connected to the backend, utilizing 5 tRPC queries and 2 mutations to fetch market data, user scenarios, and save new scenarios, demonstrating real persistence and high value.",Ensure backend tRPC routes for historical inflation and scenario saving are fully optimized for performance. Monitor the PDF export mutation for reliability under heavy load.
68,/portal/client-scorecard,ClientScorecard,client_workflow,6,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/ClientScorecard.tsx,"The page is a useful supporting view for client scoring, pulling data via several tRPC queries (`clients`, `dashboard.stats`, `notes`, `activity`, `riskScoring`). However, it has 20 hardcoded dummy toggles (`toggle0` through `toggle19`) and no tRPC mutations, making it heavily presentation-focused and partially prototype-like.","Remove the unused toggle states (toggle0 through toggle19) and associated buttons, which clutter the UI and provide no real value. The page should either be kept as a supporting view or merged with the main client dashboard if it lacks distinct workflow steps."
69,/portal/document-vault,DocumentVault,reports_documents,6,healthy,mixed_connected,Keep,,0.85,client/src/pages/portal/DocumentVault.tsx,"The DocumentVault page has a complex, feature-rich UI with sorting, filtering, and pagination, but appears to rely heavily on placeholder logic and mock data alongside some trpc hooks. The large amount of static charts and mock compliance data suggests it is partially simulated.",Review the usage of mock data and transition static components to use live backend data to ensure full functionality. Address any duplicate state management logic.
70,/portal/audit-timeline,AuditTimeline,portal_other,4,healthy,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/AuditTimeline.tsx,"The page relies almost entirely on mock data (generateMockEvents) for its core timeline, analytics, and metrics. Although several tRPC hooks are present, the UI workflows and data visualizations are simulated, and several tabs are incomplete placeholders.",Move this page to Secondary Information since it is heavily reliant on simulated data and incomplete UI. Remove it from primary navigation.
71,/portal/referral-tracker,ReferralTracker,portal_other,7,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/ReferralTracker.tsx,"The main referral directory is connected to tRPC (referral.list, create, update, delete) and functions as a real database-backed table. However, several other tabs (campaigns, team leaderboard, recent activity) rely heavily on hardcoded mock arrays, creating a mixed implementation state.","Retain the functional referral directory and real CRUD operations but migrate or remove the mock-heavy campaigns, leaderboard, and recent activity tabs. If campaigns and leaderboards are intended for future release, move them to a prototype state or replace mock data with tRPC connections."
72,/portal/policy-review,PolicyReview,portal_other,7,healthy,mixed_connected,Improve,,0.9,client/src/pages/portal/PolicyReview.tsx,"The page fetches data from multiple tRPC endpoints (clients, riskProfile, marketData, etc.) but heavily relies on simulated/mock data for calculations (e.g., `client?.income ?? 100000`, `ltcCurrent = 0`). It provides a comprehensive gap analysis view but lacks persistence (no mutations are present).",Integrate actual data for the gap analysis instead of relying heavily on fallback default values. Remove hardcoded fallback mock data for gaps and ensure real database updates exist when recommendations are accepted.
73,/portal/advanced-reporting,AdvancedReporting,reports_documents,7,healthy,internet_backed,Improve,,0.9,client/src/pages/portal/AdvancedReporting.tsx,"The page uses multiple tRPC queries and mutations (e.g., `trpc.clients.list.useQuery`, `trpc.reportBuilder.generate.useMutation`), indicating it connects to backend services. It is a highly complex page with 1227 lines, 31 charts, and multiple user interactions, though it still has some placeholder terms.","The page relies on tRPC hooks for data, but the backend implementation should be verified to ensure they are connected to real databases or APIs. The UI is complex with many charts, so improving real data integration and reducing placeholders is recommended."
74,/portal/mortgage-killer,MortgageKiller,portal_other,9,healthy,database_backed,Keep,,0.95,client/src/pages/portal/MortgageKiller.tsx,"The page has a substantial amount of code (3161 lines) and uses tRPC for both queries (e.g., fetching clients and scenarios) and mutations (e.g., saving scenarios, uploading statements, and analyzing). This indicates it is a robust, database-backed implementation.",The page is fully functional and connected to the backend. It can be kept as is.
75,/portal/reverse-heloc,ReverseHeloc,portal_other,7,healthy,mixed_connected,Improve,,0.9,client/src/pages/portal/ReverseHeloc.tsx,"The page provides a sophisticated Reverse HELOC financial projection model with extensive client-side calculation logic using runReverseHeloc. However, it contains unused tRPC queries and hardcoded placeholder Data Table components that need cleanup.","Remove the unused tRPC hooks and the hardcoded ""Data Table 1"" through ""Data Table 6"" placeholder sections. Connect the projection inputs to actual client data where applicable."
76,/portal/ecological-drivers,EcologicalDrivers,portal_other,4,healthy,static_reference,Move to Secondary Information,,0.95,client/src/pages/portal/EcologicalDrivers.tsx,"The component fetches data using 5 tRPC queries but never uses the returned data, instead rendering a massive hardcoded `FACTORS` array and 57 charts. It functions entirely as a static presentation page masquerading as a connected dashboard.","Remove the unused tRPC hooks and move this static presentation page to a secondary information or reference section. Alternatively, bind the real data from the hooks to make it a functional dashboard."
77,/portal/client-comparison,ClientComparison,client_workflow,7,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/ClientComparison.tsx,"The page is a robust comparison tool utilizing multiple real tRPC queries to populate advanced charts and metrics. However, it relies on some hardcoded assumptions (like a 15% savings rate) and lacks any mutation capability, limiting its interactivity to a read-only presentation.",Replace hardcoded projection assumptions (like the 15% savings rate) with dynamic client data or user inputs. Implement mutations to allow saving comparison scenarios or exporting data directly to client records.
78,/portal/website-usage,WebsiteUsage,portal_other,6,healthy,mixed_connected,Improve,,0.85,client/src/pages/portal/WebsiteUsage.tsx,"The page features real tRPC queries and mutations, indicating backend connection, but also heavily relies on simulated dummy data generators and random values for its numerous charts. It is a useful dashboard but currently mixes real state with simulated visual presentation.",Replace simulated dummy data generators with real backend API endpoints. Reduce the amount of placeholder terms and random values to provide accurate analytics.
79,/portal/household-wealth,HouseholdWealth,portal_other,10,healthy,database_backed,Keep,,0.95,client/src/pages/portal/HouseholdWealth.tsx,"The Household Wealth page is a complex, database-backed simulation tool utilizing tRPC for saving and loading state (`saveFactFinder`, `getFactFinder`). It models intricate real estate and financial scenarios, making it an essential, high-value workflow for users.",Maintain the page as a flagship simulation tool. Ensure all complex simulation logic is tested and documented.
80,/portal/carrier-rates,CarrierRatings,portal_other,6,healthy,mixed_connected,Merge,/portal/carrier-ratings,0.95,client/src/pages/portal/CarrierRatings.tsx,"The page uses tRPC for fetching carrier data, favorites, and market data, but falls back heavily on simulated data (95 random values) for its 32 charts. It shares a source component with `/portal/carrier-ratings`, which is likely a legitimate alias but creates duplication.",Remove the alias route `/portal/carrier-rates` to standardize on `/portal/carrier-ratings`. Replace the extensive random data generation (95 instances) in charts with actual backend data.
81,/portal/crypto-corner,CryptoCurrencyCorner,portal_other,8,healthy,mixed_connected,Keep,,0.9,client/src/pages/portal/CryptoCurrencyCorner.tsx,"The page uses tRPC for fetching cycle history and running simulations, indicating a connection to a backend, but the presence of placeholder terms and a hardcoded success toast suggests some mocked or simulated behavior. It offers a detailed, multi-tab workflow with numerous charts and calculations, making it a high-value tool.",Ensure the tRPC endpoints are fully implemented on the backend and not just mocked. Refine the placeholder terms to present a more polished experience.
82,/portal/lifetime-income,LifetimeGuaranteedIncome,portal_other,8,healthy,mixed_connected,Keep,,0.95,client/src/pages/portal/LifetimeGuaranteedIncome.tsx,"The page is a fully functional calculator that models lifetime guaranteed income streams. It connects to `trpc.lifetimeIncome.calculate` and `trpc.lifetimeIncome.getRateTable` to perform complex calculations based on user inputs and state data, and uses Recharts for visualization.",Continue maintaining this high-value workflow. Ensure the backend calculations stay aligned with up-to-date tax and annuity data.
83,/portal/existing-annuities,ExistingAnnuities,portal_other,9,healthy,mixed_connected,Keep,,0.95,client/src/pages/portal/ExistingAnnuities.tsx,"The page implements a complex, differentiated workflow for existing annuities analysis with multiple user inputs and state management. It connects to the backend via a tRPC query (analyzeExisting) to perform institutional-grade analysis, demonstrating reliable server behavior.",Maintain the page and ensure the tRPC endpoint remains performant. Consider adding error boundaries if not already present.
84,/portal/growth-annuities,GrowthAnnuities,portal_other,8,healthy,mixed_connected,Keep,,0.9,client/src/pages/portal/GrowthAnnuities.tsx,"The page utilizes tRPC for querying product data and mutating analysis requests, indicating a backend connection. It includes rich interactive visualizations and robust form state, making it a high-value tool for users.",Keep the page as it provides essential functionality for modeling growth annuities. Ensure the tRPC backend routes are fully optimized and handle error states effectively.
85,/portal/myga-fixed-rate,MYGAFixedRate,portal_other,7,healthy,client_only,Keep,,0.95,client/src/pages/portal/MYGAFixedRate.tsx,"The page is a massive (2808 lines, 31 charts) client-side calculator for MYGA and S&P 500 comparisons. It lacks tRPC queries/mutations, operating as a client-only tool, but provides substantial utility.",Upgrade the calculator to persist scenarios directly via tRPC rather than relying on the simulated or client-side hook integration. Connect it to actual backend data where possible.
86,/portal/axonic-sp500,AxonicSP500,portal_other,4,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/AxonicSP500.tsx,"The page is a complex, presentation-heavy prototype with entirely hardcoded financial data and projections. Although it includes several tRPC hooks, their results are never used, and it relies heavily on client-side state and dummy rows.","Move this static calculator to Secondary Information or a prototype directory until it can be connected to real, dynamic annuity data. Remove the unused tRPC hooks and dummy row generators."
87,/portal/athene-pe-plus15,AthenePEPlus15,portal_other,9,healthy,mixed_connected,Keep,,0.95,client/src/pages/portal/AthenePEPlus15.tsx,"The page is a highly complex illustration tool with 1348 lines of code, 33 charts, and 38 buttons. It uses tRPC queries, useAuth, and useClientData to fetch real data, though it also contains hardcoded strategy projection data. The lack of simulated timers and random values indicates genuine functionality.",Keep the page as it provides a robust illustration workflow with real data connections. No immediate action required.
88,/portal/athene-guaranteed-income,AtheneGuaranteedIncome,portal_other,6,healthy,static_reference,Keep,,0.9,client/src/pages/portal/AtheneGuaranteedIncome.tsx,"The page contains hardcoded constants (`ASCENT_PRO_ROLLUP`, `PSPI_INCOME_DATA`, etc.) and performs client-side calculations based on them. Although it imports several tRPC queries, their results are never used in the component, making it a purely static/client-only presentation tool.","Remove unused tRPC query hooks (clients, notes, activity, dashboard, pipeline) as they are not consumed in the component. The page functions entirely as a static reference tool with hardcoded data and should be maintained as such."
89,/portal/income-annuity-top10,IncomeAnnuityTop10,portal_other,9,healthy,mixed_connected,Keep,,0.95,client/src/pages/portal/IncomeAnnuityTop10.tsx,"The page provides a comprehensive, interactive tool for comparing income annuities, utilizing external data (`@shared/annuityData`) and real TRPC endpoints (`clients.get`, `notes.list`, `activity.list`, `strategy.get`, `scenario.list`). It features robust charting, filtering, and data projection capabilities, indicating a high-value, functional application rather than a mere prototype.",Keep this page as it provides substantial value. Consider moving some of the heavy calculation logic to the backend to improve client-side performance and ensure data consistency.
90,/portal/hot-income,HotIncome,portal_other,6,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/HotIncome.tsx,"The page is a heavy client-side calculator with 1205 lines of code, 13 charts, and complex mathematical logic for tax brackets and oil/gas investments. It has 0 tRPC queries/mutations, meaning it is purely client-side logic despite the `useCalculatorIntegration` hook, which appears to manage local state or a generic interface.","Merge the calculator logic into the primary planning tools or move to Secondary Information if it serves as a standalone educational tool. Since it uses `useCalculatorIntegration`, evaluate if that hook provides any real persistence."
91,/portal/recommendations,Recommendations,portal_other,6,healthy,prototype,Improve,,0.95,client/src/pages/portal/Recommendations.tsx,"The component features elaborate UI elements and dynamic behavior, but the data is completely simulated using static mock arrays (e.g., `mockPieChartData`, `mockAreaChartData`, `riskMetrics`, `implementationSteps`). User interactions such as adding recommendations and toggling tabs are handled purely in client state, making this an advanced static prototype without a real backend.","The page is highly presentational and relies entirely on mock data arrays and static client-side logic to simulate complex financial planning. It should be kept as a prototype and improved by integrating real backend data, removing hardcoded logic, and wiring up the functional placeholders like \""Schedule Advisor Review\""."
92,/portal/client-files,ClientFiles,client_workflow,7,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/ClientFiles.tsx,"The page uses real tRPC queries and mutations for password verification, uploads, and file fetching, indicating some internet-backed functionality. However, it heavily relies on static analytics data, mock fallback documents, and toast notifications for critical actions like downloads and sharing, making it a mixed connected implementation.",Replace mock files and charts with dynamic data from tRPC endpoints. Fully implement file upload and download functionalities instead of relying on toast notifications.
93,/portal/real-estate-mogul,RealEstateMogul,portal_other,6,healthy,client_only,Improve,,0.8,client/src/pages/portal/RealEstateMogul.tsx,"The page is a massive client-side calculator with 41 charts and complex state management, but lacks forms or robust server mutations for persistence. It relies heavily on client-side calculations and mock data.",Integrate actual database persistence for saving scenarios and properties instead of relying on client-side state. Reduce the number of charts to improve performance and clarity.
94,/portal/fia-top10,FIATop10,portal_other,4,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/FIATop10.tsx,"The page relies heavily on client-side state and simulated calculations (`calcGrowth`) rather than server-side logic, despite fetching some initial data via tRPC. Many interactive elements, such as scenario buttons and export selectors, lack functional handlers, and carrier ratings are hardcoded literals, indicating it functions more as a presentation prototype.",Move this page to Secondary Information since it is primarily a presentation-heavy calculator with simulated interactions. The core calculations and scenarios should be integrated into a unified financial planning view rather than existing as a standalone interactive prototype.
95,/portal/tax-return-upload,TaxReturnUpload,portal_other,9,healthy,mixed_connected,Keep,,0.95,client/src/pages/portal/TaxReturnUpload.tsx,"The TaxReturnUpload component offers a robust workflow for uploading, extracting, and simulating tax return data, utilizing TRPC for API interactions and Recharts for complex data visualizations. It maintains multiple user states and features extensive tax logic, although some parts rely on local state simulations.",Continue to maintain the page and ensure the tax bracket logic remains updated with the latest tax laws. Consider expanding test coverage for the complex simulated tax liability calculations.
96,/portal/advisor-income-calculator,AdvisorIncomeCalculator,analysis_calculator,7,healthy,mixed_connected,Improve,,0.9,client/src/pages/portal/AdvisorIncomeCalculator.tsx,"The page implements an advisor income calculator using a hardcoded static array of carrier products (CARRIER_DATABASE). It uses tRPC for tracking usage and saving calculations, making it a mixed connected implementation. The core workflow is valuable but relies on static data.",Move the hardcoded CARRIER_DATABASE to a backend database table and fetch via tRPC. Update the calculator logic to use dynamic carrier data instead of a static array.
97,/portal/social-security,SocialSecurityOptimizer,portal_other,6,healthy,client_only,Keep,,0.9,client/src/pages/portal/SocialSecurityOptimizer.tsx,"The page contains extensive presentation logic (33 charts) and client-side calculations but lacks tRPC queries or mutations. It uses `useCalculatorIntegration` which suggests some backend sync, but the core functionality is client-only.",Ensure the calculator's state can be persisted to the backend via tRPC rather than relying solely on local React state. Integrate actual data fetching for user scenarios.
98,/portal/client-onboarding,ClientOnboardingWizard,client_workflow,9,healthy,database_backed,Keep,,0.95,client/src/pages/portal/ClientOnboardingWizard.tsx,"The page provides a comprehensive 8-step wizard for client onboarding, featuring deep interactive states, AI recommendations via tRPC mutations, and final data persistence to the database. It handles complex form state and effectively drives the primary onboarding workflow without relying on placeholder behavior.","Maintain current functionality as this is a core business workflow. Ensure all backend tRPC endpoints (clients.create, onboardingWizardV2.getRecommendation, etc.) remain stable."
99,/portal/saved-scenarios,SavedScenariosHub,portal_other,6,healthy,mixed_connected,Improve,,0.85,client/src/pages/portal/SavedScenariosHub.tsx,"The page connects to real tRPC endpoints for clients and scenarios, but the core analytical engine (computeProjection and the Monte Carlo simulation) is entirely simulated on the client side with hardcoded variables and fake progress timers. The heavy reliance on placeholder logic limits its true utility.",Replace the client-side simulated projection math and fake Monte Carlo timers with actual backend analytical services. Consolidate the excessive chart views if they do not add unique value.
100,/portal/ai-recommender,AiStrategyRecommender,ai_workflow,8,healthy,database_backed,Keep,,0.9,client/src/pages/portal/AiStrategyRecommender.tsx,"The page implements a complex AI strategy recommendation workflow with 5 tRPC queries and 2 mutations, showing strong server connectivity. However, it contains a simulated timer and a few placeholder terms that need to be addressed.",Replace the simulated timer with actual server response handling. Update placeholder terms with real content.
101,/portal/email-campaigns,EmailCampaignManager,ai_workflow,9,healthy,database_backed,Keep,,0.95,client/src/pages/portal/EmailCampaignManager.tsx,"The page has comprehensive tRPC integrations for querying campaigns, templates, and clients, as well as multiple mutations for creating, updating, and managing campaigns. It manages its own state and renders complex charts based on backend data, proving it is a database-backed, high-value page.",Keep this page and maintain its backend integration. It provides high value through a complete workflow.
102,/portal/compliance-audit,ComplianceAuditCenter,portal_other,8,healthy,mixed_connected,Improve,,0.9,client/src/pages/portal/ComplianceAuditCenter.tsx,"The page connects to 7 real tRPC queries for compliance logs, stats, and alerts, showing strong backend integration. However, it relies on simulated timers and mock data fallbacks for charts and empty states, indicating a mixed implementation level.","Remove fallback mock data from charts and empty states, ensuring the UI accurately reflects the real backend tRPC data. Validate that all 7 tRPC queries are correctly handling loading and error states without relying on simulated timers."
103,/portal/education,EducationHub,reference_education,3,healthy,static_reference,Move to Secondary Information,,0.95,client/src/pages/portal/EducationHub.tsx,"The page contains extensive hardcoded content (EDUCATION_CONTENT) and filters. Although several tRPC queries are initialized, their results are completely ignored, and the page renders 36 identical charts alongside unused state variables.","Remove unused tRPC queries and redundant state variables. Consolidate the duplicate charts into a single visualization or remove them if unnecessary, and consider migrating the hardcoded content to a database or moving the page to a static resource section."
104,/portal/affiliate-links,AffiliateLinkManager,portal_other,7,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/AffiliateLinkManager.tsx,"The page connects to trpc.referralLinks for listing, stats, creating, and toggling links, indicating a database-backed implementation. However, the engagement trends chart uses Math.random() to simulate data, making it mixed_connected. No duplication was found.","The page connects to a backend database for links and stats, but uses Math.random() for the trend chart. Keep it but fix the simulated chart data to use actual backend timeseries data."
105,/portal/hidden-material,HiddenMaterial,portal_other,5,healthy,mixed_connected,Move to Secondary Information,,0.9,client/src/pages/portal/HiddenMaterial.tsx,"The page implements a password-protected archive for legacy tools and calculators with real TRPC queries and mutations for authentication, tracking, and server status. While it serves as a historical reference and uses connected endpoints, its value is niche (legacy archive) and potentially better suited for secondary access or retirement if no longer needed.","Review legacy tools and password gating functionality to decide whether this archive should remain accessible to users or be retired. If retained, verify that TRPC mutations/queries (verifyPassword, getServerStatus, getAnalytics, getAuditLogs) are fully backed by the database."
106,/portal/annuity-memory,AnnuityMemory,portal_other,6,healthy,static_reference,Keep,,0.95,client/src/pages/portal/AnnuityMemory.tsx,"The page provides a comprehensive lookup for 50-state annuity data and product limits, which is a useful reference. However, the data is statically imported from @shared/annuityData, and the numerous tRPC hooks (clients, notes, activity, etc.) are unused. It also contains a 'Sandbox' section with 30+ unconnected, simulated state variables (i1 to i30) and controls that do nothing.",Remove the simulated hooks and unused interactive sandbox controls. Keep as a static reference tool for annuity data and state limits.
107,/portal/annuity-accumulation-db,AnnuityAccumulationDB,portal_other,7,healthy,mixed_connected,Keep,,0.95,client/src/pages/portal/AnnuityAccumulationDB.tsx,"The page is a detailed, functional annuity accumulation dashboard that leverages shared data and calculations. It is protected by a tRPC-backed password gate, indicating mixed connectivity.",Maintain the page and ensure the underlying shared data remains updated. Consider integrating live carrier API data if possible.
108,/portal/house-recycling,HouseRecyclingStrategy,portal_other,6,healthy,client_only,Improve,,0.95,client/src/pages/portal/HouseRecyclingStrategy.tsx,"The page is a highly detailed, 1395-line real estate strategy calculator featuring complex client-side projections, 15 charts, and CSV export functionality. While it queries client data via tRPC, it lacks mutations to persist the calculated scenarios, relying entirely on client-side state and hardcoded success toasts.",Implement server-side persistence using tRPC mutations so users can save and retrieve their house recycling scenarios. Integrate more deeply with client data context.
109,/portal/sales-story,SalesStoryBuilder,portal_other,4,at_risk,prototype,Move to Secondary Information,,0.95,client/src/pages/portal/SalesStoryBuilder.tsx,"The page is a presentation builder that connects to tRPC but lacks loading/error states. It is largely a prototype, featuring unimplemented templates, an empty simulation handler, and simulated random data for historical returns.",Complete the remaining presentation templates and implement the simulation logic. Add proper loading and error states for the tRPC queries to ensure reliable rendering.
110,/portal/estate-flow,EstateFlowChart,portal_other,6,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/EstateFlowChart.tsx,"The page is a complex, presentation-heavy client-side calculator and visualization tool (34 charts). It pulls initial data via `useClientData` but handles simulations locally via `setInterval` and `useState` without persisting the results.",Connect the simulation outputs to a real backend persistence layer using tRPC mutations to save the estate projections. Replace the client-side simulation logic with robust server-side calculations if possible.
111,/portal/goals-planning,GoalsBasedPlanning,portal_other,5,at_risk,client_only,Improve,,0.95,client/src/pages/portal/GoalsBasedPlanning.tsx,"The page relies entirely on local React state (`useState`) for adding and removing goals, with five declared but unused tRPC queries. Several variables and handlers are improperly implemented or unused, confirming it functions merely as a client-side prototype with presentation-heavy components.",Remove the unused tRPC queries and fix the Add Goal dialog state updates. Connect the goal state to a persistent backend or merge the page into a functioning dashboard if it remains presentation-only.
112,/portal/risk-tolerance,RiskToleranceScoring,portal_other,9,healthy,database_backed,Keep,,0.95,client/src/pages/portal/RiskToleranceScoring.tsx,"The page provides a comprehensive risk tolerance assessment with actual database connections via tRPC for saving snapshots, fetching history, and detecting drift. It uses a simulated timer for visual effect but the core functionality is database-backed. No duplicate routes were found.",Continue to maintain and improve this feature as a core part of the portal.
113,/portal/scenario-play,MultiScenarioPlayZone,portal_other,4,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/MultiScenarioPlayZone.tsx,"The page uses extensive client-side math to simulate financial scenarios and relies heavily on hardcoded default values and local state. Although it has trpc hooks (e.g., trpc.clients.list, trpc.scenarios.list), they are barely used and the core logic is entirely client-side simulation.","Move to Secondary Information or retire after owner approval since it relies entirely on hardcoded scenarios and math without server persistence or meaningful state management. If keeping, consider integrating with backend scenario storage."
114,/portal/withdrawal-sequencing,WithdrawalSequencing,portal_other,7,healthy,mixed_connected,Improve,,0.95,client/src/pages/portal/WithdrawalSequencing.tsx,"The component is a feature-rich decumulation strategy optimizer that utilizes trpc queries and mutations for client data and strategy saving. However, it still relies on some hardcoded data like MOCK_MARKET_RETURNS for its extensive chart simulations.",Replace the MOCK_MARKET_RETURNS with real market data fetched from the marketData query. Enhance error and loading states for the trpc calls to ensure a fully robust user experience.
115,/portal/business-owner,BusinessOwnerPlanning,administration,4,healthy,client_only,Move to Secondary Information,,0.9,client/src/pages/portal/BusinessOwnerPlanning.tsx,"The page is a massive client-side calculator using over 20 local state variables and `useMemo` for complex projections. It declares multiple TRPC queries that are never used, relies on hardcoded arrays for tables, and fakes a CSV export with a timeout, lacking any real persistence or server integration.",Move this page to a secondary tools menu or sandbox area. Remove unused TRPC query declarations and replace hardcoded arrays with real data fetches if it is to be fully integrated.
116,/portal/seminar-generator,SeminarGenerator,portal_other,3,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/SeminarGenerator.tsx,"The page relies entirely on hardcoded INITIAL_TEMPLATES and mock data for charts. Although tRPC queries and mutations are declared, the queries are completely unused, and the only mutations actually called are for logging (e.g., logActivityMutation) or simulated AI generation (which just alerts ""Mocked""). Save operations only update local state without persisting.","This page is a heavily mocked, static prototype disguised as a functional tool. It should be moved to Secondary Information until actual backend persistence and data flow are implemented."
117,/portal/compliance-reports,ComplianceReportGenerator,reports_documents,6,healthy,mixed_connected,Keep,,0.9,client/src/pages/portal/ComplianceReportGenerator.tsx,"The page connects to multiple tRPC endpoints for data and mutations (e.g., saveReportMutation) but heavily relies on hardcoded mock arrays as fallbacks (using the `|| [...]` pattern) for alerts, audits, and stats. It contains extensive interactive UI elements but its data layer is only partially real.","Remove hardcoded mock data fallbacks for alerts, audits, stats, team, and saved reports. Ensure all tRPC endpoints are fully implemented and return real data from the backend."
118,/portal/advisor-training,AdvisorTraining,reference_education,4,healthy,client_only,Move to Secondary Information,,0.95,client/src/pages/portal/AdvisorTraining.tsx,"The Advisor Training page is an extensive prototype built with hardcoded questions and dummy data for leaderboards, webinars, and certification status. Although it includes tRPC hooks for various queries, none of this server data is actually used to populate the training modules or user progress. The interactive quiz logic is purely client-side state without persistence.","Move this training module prototype to Secondary Information since it is mostly a static, hardcoded demonstration. Alternatively, connect the quiz progress, scores, and certification status to a real backend database to make it a fully functional training portal."
119,/portal/agency-tutorial,AgencyTutorial,reference_education,9,healthy,database_backed,Keep,,0.95,client/src/pages/portal/AgencyTutorial.tsx,"The page is an extensive agency tutorial with real tRPC endpoints (`trpc.tutorial.getProgress`, `trpc.tutorial.saveProgress`, `trpc.tutorial.completeSection`) and significant workflow logic for onboarding agency leaders. It has no duplicate routes and demonstrates strong, differentiated workflow.","Keep the tutorial workflow intact, as it provides high value for onboarding agency leaders. Ensure that the tRPC endpoints reliably persist progress to the backend."
120,/portal/agent-tutorial,IndividualAgentTutorial,reference_education,5,at_risk,mixed_connected,Improve,,0.9,client/src/pages/portal/IndividualAgentTutorial.tsx,"The page is a gamified tutorial that uses tRPC for saving progress but relies heavily on static client-side content (WELCOME_SLIDES, QUESTIONNAIRE, TOP_FEATURES). The render health is at_risk due to source-level inconsistencies in the recommendation logic referencing non-existent array items.","Fix the inconsistencies in the recommendation logic where it references non-existent questionnaire keys (q9, q10) and feature IDs (f6-f15). Ensure the static tutorial content matches the logic."
121,/portal/monitoring-agreement,SupervisorMonitoringAgreement,portal_other,3,healthy,mixed_connected,Retire,,0.9,client/src/pages/portal/SupervisorMonitoringAgreement.tsx,"The page is an agreement signing form (`SupervisorMonitoringAgreement`) that mixes actual database connection (`trpc.agency.checkAgreementStatus` and `signMonitoringAgreement`) with extensive simulated charting data (`Math.random`). It also has unused/disabled tRPC queries for clients, notes, and activity. The excessive chart rendering on a legal agreement page suggests it's bloated or a copy-paste error.",Retire the page and move its agreement signing functionality to a modal or a settings section within the user profile. The extensive chart rendering and simulated data should be removed as they are unnecessary for a legal agreement page.
122,/portal/team-management,TeamManagement,portal_other,9,healthy,database_backed,Keep,,0.95,client/src/pages/portal/TeamManagement.tsx,"The page provides a comprehensive team management workflow with extensive tRPC queries and mutations for teams, members, activity, and compliance. It is a highly interactive, database-backed dashboard essential for portal administration.",Maintain the page as a core team management feature. Monitor tRPC query performance for large teams.
